Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Noms des déposants,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,7,B,Barbessou (O.).,[1079],,,,,
1922,7,B,Barbet (dame A.).,[719],,,,,
1922,7,B,Barbet et autres (Société),[1172],,,,,
1922,7,B,Barbet & Fournier.,[1772],,,,,
1922,7,B,Barbezat (J.W.).,"[501, 507]",,,,,
1922,7,B,Barbezat & Gignoux frères (Raison sociale).,"[596, 633]",,,,,
1922,7,B,Barbier (E.),[86],,,,,
1922,7,B,Barbier (M.),[930],,,,,
1922,7,B,Barbier (J.M.).,[1677],,,,,
1922,7,B,Barbier & Dauphin,[1307],,,,,
1922,7,B,Barboni (P.),[1134],,,,,
1922,7,B,"Barbot, Gallon & Cie (Société).",[1470],,,,,
1922,7,B,Barbotte & Cie (Société en commandite simple),[18],,,,,
1922,7,B,Barbou (C.E.),[1778],,,,,
1922,7,B,Barbry & Cie (Maurice),[502],,,,,
1922,7,B,Barcat (J.J.),[818],,,,,
1922,7,B,"Barcelo, Castello & Co (Société)",[156],,,,,
1922,7,B,"Barclay, Perkins & Co Limited (Société)",[400],,,,,
1922,7,B,Barcouda (F.),[1278],,,,,
1922,7,B,Bardeau & Gosse Anciens Établissements),[1586],,,,,
1922,7,B,Page réelle.,[1596],,,,,
1922,7,B,Bardel - Lévêque (J. (J.),[1295],,,,,
1922,7,B,Bardet (demoiselle J.),[562],,,,,
1922,7,B,Bardet - Chauvelot (L.),[917],,,,,
1922,7,B,Bardin (E.).,"[409, 443, 859, 890]",,,,,
1922,7,B,Bardin & Pérard.,[696],,,,,
1922,7,B,Bardinet (Société les fils de P.).,"[577, 617, 1842, 1843, 1844, 1846]",,,,,
1922,7,B,Bardon (Société Anonyme des Établissements).,[1787],,,,,
1922,7,B,Bardou (J.) & fils.,[1136],,,,,
1922,7,B,Bardou & Cie (Société Eugène).,[1136],,,,,
1922,7,B,"Bardou, Broussaud, Bonfils & Cie","[1018, 1019]",,,,,
1922,7,B,"Bardou, Job & Pauilhac (Société Anonyme Anciens Établissements).","[760, 1018]",,,,,
1922,7,B,"Bardou, Savard & Cie (Société).",[453],,,,,
1922,7,B,Bardy (J.),[814],,,,,
1922,7,B,Baré (A.),[805],,,,,
1922,7,B,Barelli (L.E.),[795],,,,,
1922,7,B,Bargeon (B.),[273],,,,,
1922,7,B,"Barguillet, Guérin & Frémy (Société)",[1622],,,,,
1922,7,B,Barilleau (H.),[5],,,,,
1922,7,B,Barilleau & Grégoire (Société).,[680],,,,,
1922,7,B,Bariquand & Marre (Société anonyme des Ateliers),"[450, 455, 482, 1522]",,,,,
1922,7,B,Barker (John) and Sons Limited (Société),[1255],,,,,
1922,7,B,Barla-Vincent,[1160],,,,,
1922,7,B,Barles (A.),[1640],,,,,
1922,7,B,Barnabaux (H.).,[626],,,,,
1922,7,B,Barnaud (A.J.C.E.) & Fagot (J. S.),[961],,,,,
1922,7,B,Barnes & Padmore Limited Manufacturière (Société),[1460],,,,,
1922,7,B,Barnes & Whitman Manufacturing Co (Raison Sociale The).,[450],,,,,
1922,7,B,Barnett & Elichagaray (Raison Sociale),"[526, 527, 1841]",,,,,
1922,7,B,Barnicaud (Y.).,[1738],,,,,
1922,7,B,Earoche (M.L.).,[799],,,,,
1922,7,B,Baroche (H.) & Dagommer (M.).,"[414, 953]",,,,,
1922,7,B,Barody (G.),[435],,,,,
1922,7,B,Baron (G.),"[6, 451]",,,,,
1922,7,B,Baron (R.),[1221],,,,,
1922,7,B,Baron (S.A.).,"[1189, 1250, 1471]",,,,,
1922,7,B,Page réelle.,[1561],,,,,
1922,7,B,Baron (J.),[1798],,,,,
1922,7,B,"Baron, Berton & Cie","[583, 1478]",,,,,
1922,7,B,Page réelle.,[1568],,,,,
1922,7,B,Baronaki (E.),[369],,,,,
1922,7,B,Barraud (P.),[1535],,,,,
1922,7,B,Barraud & Sauvaistre,[163],,,,,
1922,7,B,Barre (L.),[835],,,,,
1922,7,B,Barre (A.),[875],,,,,
1922,7,B,Barre et autres (Société),[1060],,,,,
1922,7,B,Barre & Paulin fils,[61],,,,,
1922,7,B,Barreau (P.),[1212],,,,,
1922,7,B,Barrère (A.A.).,[1664],,,,,
1922,7,B,"Barrès, Saint-Marc & Cie",[145],,,,,
1922,7,B,Barret (J.).,"[232, 1057]",,,,,
1922,7,B,Barret (L.).,"[795, 854, 1663]",,,,,
1922,7,B,Barret (H.) & Piqué (F.),[1404],,,,,
1922,7,B,Barrey (F.D.E.).,[26],,,,,
1922,7,B,Barrey (E.D.F.).,[204],,,,,
1922,7,B,Barrey (Société anonyme des légumes décortiqués),"[1234, 1247]",,,,,
1922,7,B,Barreyre (A.),[884],,,,,
1922,7,B,Barrez (J.).,"[255, 406]",,,,,
1922,7,B,Barrière (L.),[1620],,,,,
1922,7,B,Barrieu (E.),[984],,,,,
1922,7,B,Barrillot (demoiselle G.),[1855],,,,,
1922,7,B,Barritault (A.).,[589],,,,,
1922,7,B,Barruet (dame M.),[113],,,,,
1922,7,B,Barry (E.),[1199],,,,,
1922,7,B,Bart (J.),[908],,,,,
1922,7,B,Bartagnon (A.).,[748],,,,,
1922,7,B,Barthélémy (G.).,[701],,,,,
1922,7,B,Barthélémy (F.).,[1366],,,,,
1922,7,B,Barton Manufacturing Company (Société),[424],,,,,
1922,7,B,Barutaud (E.).,"[453, 1222]",,,,,
1922,7,B,Baruzzi-Ostal (F.).,[1700],,,,,
1922,7,B,Bary (C.).,[1475],,,,,
1922,7,B,Page réelle.,[1745],,,,,
1922,7,B,Bas (G.),[1302],,,,,
1922,7,B,Basch (V.),[1673],,,,,
1922,7,B,Bascher & Pichot (Société),[1306],,,,,
1922,7,B,Basmaison (P.).,[560],,,,,
1922,7,B,Basse (L.),[99],,,,,
1922,7,B,Basseau (G.),[1222],,,,,
1922,7,B,"Basset, Brancaz & Cie (Société).",[283],,,,,
1922,7,B,Basset & Pasini.,[1165],,,,,
1922,7,B,Bassin (M.),[1483],,,,,
1922,7,B,Page réelle.,[1573],,,,,
1922,7,B,Basso-Coll (Société),[803],,,,,
1922,7,B,Bassous & fils (Société Arthur).,[1141],,,,,
1922,7,B,Bastide (A.M.D.),[674],,,,,
1922,7,B,Baston (A.) et autres,[892],,,,,
1922,7,B,Bastos (A.),[720],,,,,
1922,7,B,Bastos (Société anonyme Juan).,"[691, 1170]",,,,,
1922,7,B,Bates Manufacturing Co (Société The),[1685],,,,,
1922,7,B,Batet-Hijo (J.).,[1692],,,,,
1922,7,B,Batigne & Cie (Société en nom collectif),[66],,,,,
1922,7,B,Batigne & Cie (Société).,"[185, 264, 265, 415]",,,,,
1922,7,B,Batsch (dame P.).,[240],,,,,
1922,7,B,Batschari Cigarettenfabrik G. m. b. H. (Société A.),[1305],,,,,
1922,7,B,Battermann (C.).,[37],,,,,
1922,7,B,Baty (C.),[646],,,,,
1922,7,B,Baud (H.),[1846],,,,,
1922,7,B,Baudet (V.),[508],,,,,
1922,7,B,Baudin (P.),[1870],,,,,
1922,7,B,Baudrouët (H.).,[1689],,,,,
1922,7,B,Baudry (dame veuve),"[150, 1090]",,,,,
1922,7,B,Baudry (R.).,"[171, 440]",,,,,
1922,7,B,Baudry (C.G.).,[805],,,,,
1922,7,B,Baudry (J.),[971],,,,,
1922,7,B,Bauduin (R.),[248],,,,,
1922,7,B,Bauduin (A.),[1236],,,,,
1922,7,B,Bauer (C.),[1345],,,,,
1922,7,B,Bauer (G.),[1373],,,,,
1922,7,B,Bauer (L.),[1508],,,,,
1922,7,B,Bauer (E.).,"[1731, 1732]",,,,,
1922,7,B,Bauer & Eisenmann (Firme).,[1540],,,,,
1922,7,B,Bauerle (Firme Math.),[750],,,,,
1922,7,B,Baugue (G.),[630],,,,,
1922,7,B,Baumevieille (A.).,[1640],,,,,
1922,7,B,Baumgart (A.).,[1039],,,,,
1922,7,B,Baurain frères & Saison,[1234],,,,,
1922,7,B,Baurens (dame J.),[687],,,,,
1922,7,B,Bavoux (J.) & Peillon jeune,[513],,,,,
1922,7,B,Bavoux - Vachon & Cie (Raison Sociale),[1830],,,,,
1922,7,B,"Baxa, Ravel & Cie.",[982],,,,,
1922,7,B,Bayard (A.),[169],,,,,
1922,7,B,Bayard (C.),[600],,,,,
1922,7,B,Bayard (Raison sociale Établissements),[1222],,,,,
1922,7,B,Bayart (Maison M. & R.),[1077],,,,,
1922,7,B,Bayer & C° (Société dite : Farbenfabriken vorm Friedr.).,"[177, 409, 1079, 1809]",,,,,
1922,7,B,Bayle (Dr Ch.),[1811],,,,,
1922,7,B,Bayle (H.) & Pelaud (J.) (Société),[1687],,,,,
1922,7,B,Baynes Limited (Société Charles),[598],,,,,
1922,7,B,Bayoud (J.),[861],,,,,
1922,7,B,Bazard (L.).,[73],,,,,
1922,7,B,Bazelis (H.L.).,[1511],,,,,
1922,7,B,Bazin (E.),[589],,,,,
1922,7,B,Bazin (E.V.),[1008],,,,,
1922,7,B,Bazin (M.L.),[1219],,,,,
1922,7,B,Bazin (R.G.),[1821],,,,,
1922,7,B,Beau (O.A.),[97],,,,,
1922,7,B,Beau (H.C.É.).,[367],,,,,
1922,7,B,Beau (G.),[736],,,,,
1922,7,B,Beau et autres (Société),[1054],,,,,
1922,7,B,"Beau, Bournisien & Cie (Société en commandite par actions)",[150],,,,,
1922,7,B,"Beau, Boyelle & Cie",[999],,,,,
1922,7,B,Beaucé (B.),[1782],,,,,
1922,7,B,Beaudiment (A.).,[883],,,,,
1922,7,B,Beaudeau (R.).,[1011],,,,,
1922,7,B,Beaugonin (A.).,[293],,,,,
1922,7,B,Beaujeu - Dumontelle (M.),[1701],,,,,
1922,7,B,Beaujeu - Purier (M.),[714],,,,,
1922,7,B,Beault & Forgeot (Maison Ét),[1181],,,,,
1922,7,B,Beaumont (C.).,[427],,,,,
1922,7,B,Beaumont (H.).,[670],,,,,
1922,7,B,Beaumont & fils (Maison S.).,"[394, 427]",,,,,
1922,7,B,Beauque (N.A.).,[86],,,,,
1922,7,B,Beaurain (R.),"[1172, 1349, 1351]",,,,,
1922,7,B,Beauregard (J.).,[1016],,,,,
1922,7,B,Beaurepaire (dame G.),[1310],,,,,
1922,7,B,"Beaussart fils, Morin (Société).",[1478],,,,,
1922,7,B,page réelle.,[1568],,,,,
1922,7,B,Beaussein (L.).,[1542],,,,,
1922,7,B,Beausseron (F.P.C.),[1292],,,,,
1922,7,B,Beauvais (M.).,[1441],,,,,
1922,7,B,"Beauville, Rivière & Poupon",[808],,,,,
1922,7,B,Bécamel & Dejean.,[1695],,,,,
1922,7,B,Beccaro (Produits),[1466],,,,,
1922,7,B,Bécheiron (L.).,[266],,,,,
1922,7,B,Bécheiron (demoiselle Th.),[553],,,,,
1922,7,B,Béchet père & fils.,[381],,,,,
1922,7,B,Bécheux & Réméné (Société),[458],,,,,
1922,7,B,Bechon-Basmaison (M.),[1630],,,,,
1922,7,B,Beck et autres (Maison),[1225],,,,,
1922,7,B,Beckary (A.),[282],,,,,
1922,7,B,Becker (L.),[423],,,,,
1922,7,B,Becker (P.),[1648],,,,,
1922,7,B,Becker & fils (Société),"[1627, 1632]",,,,,
1922,7,B,Beckon (J.),[713],,,,,
1922,7,B,Béconnier (P.).,[1235],,,,,
1922,7,B,Bécot & fils,[1293],,,,,
1922,7,B,Bect (P.) & Peyrache (J.),[217],,,,,
1922,7,B,Bedeil (J.A.),"[1619, 1722]",,,,,
1922,7,B,Beder (A.) et autres,"[1113, 1114]",,,,,
1922,7,B,Beder (A.) & Perraudin (E.).,"[29, 98, 587]",,,,,
1922,7,B,Bedford Pétroleum Company (Société anonyme française),[1854],,,,,
1922,7,B,"Bedin, Godde (A.) & Cie (Société les successeurs de).","[77, 503, 650, 755, 910, 1432, 1523, 1701, 1860]",,,,,
1922,7,B,Bedot (L.J.M.).,[1111],,,,,
1922,7,B,Beffre (C.),[1067],,,,,
1922,7,B,Befieux (E.),[562],,,,,
1922,7,B,Bégou,[112],,,,,
1922,7,B,Bégué & Degraaf (Société des Établissements).,[1070],,,,,
1922,7,B,Béguin (M.C.V.).,[1540],,,,,
1922,7,B,Behar et autres (Société),[273],,,,,
1922,7,B,Behr & Co Incorporated (Société H.),[830],,,,,
1922,8,B,Beissier (H.),[1858],,,,,
1922,8,B,Bejai (H.D.),[879],,,,,
1922,8,B,Bel (L.),[514],,,,,
1922,8,B,Belasco Méchanics Corporation (Société),[869],,,,,
1922,8,B,Belcy & Bourquin (Société),[302],,,,,
1922,8,B,Belime (L.),[554],,,,,
1922,8,B,Belin (J.),[475],,,,,
1922,8,B,Bélivier (G.),[1027],,,,,
1922,8,B,Bellanger (B.B.).,[109],,,,,
1922,8,B,Bellanger (L.),[1353],,,,,
1922,8,B,Bellanger et autres (Société),[382],,,,,
1922,8,B,Bellanger (G.) & Provost (A.) (Société),[272],,,,,
1922,8,B,Belle (A.),[1832],,,,,
1922,8,B,Bellet (V.).,"[957, 958]",,,,,
1922,8,B,Bellet (E.),[1114],,,,,
1922,8,B,Belleuvre (M.C. E.),"[199, 307]",,,,,
1922,8,B,Belleuvre (dame veuve E.),[1702],,,,,
1922,8,B,Belley (P.),[1618],,,,,
1922,8,B,Bellido (M.),[947],,,,,
1922,8,B,Bellier & Bernheim (Société).,[1855],,,,,
1922,8,B,Belliquet & Bertin (Société),[1241],,,,,
1922,8,B,Bellon & Cie.,"[719, 791]",,,,,
1922,8,B,Bellot frères & Boudot-Lamotte.,[1096],,,,,
1922,8,B,Bellouard (Société M. & M.),[557],,,,,
1922,8,B,Bellouin-Bloch (M. G.),"[114, 301]",,,,,
1922,8,B,Belluc (R.),[984],,,,,
1922,8,B,Bolot & fils (Raison sociale).,"[801, 1436]",,,,,
1922,8,B,Beluze & Bourlière frères (Société).,[1058],,,,,
1922,8,B,Benard (J.),[1462],,,,,
1922,8,B,Page réelle.,[1552],,,,,
1922,8,B,Benard & Honnorat,[338],,,,,
1922,8,B,Benazet fils (G.).,[538],,,,,
1922,8,B,Bénazet (G.),[711],,,,,
1922,8,B,Bender (Dr X.).,"[1777, 1877]",,,,,
1922,8,B,Bender (Dr),[1774],,,,,
1922,8,B,Bendix (G.),[498],,,,,
1922,8,B,Beney & White Child Limited (Maison).,[1856],,,,,
1922,8,B,Bénézech et Maurau (Société).,[1773],,,,,
1922,8,B,Benforado & Benneniste (Société),[799],,,,,
1922,8,B,"Bénier, Regard, Besson",[1019],,,,,
1922,8,B,Benincasa (A.).,[876],,,,,
1922,8,B,Benjamin Electric Limited (Société The),[497],,,,,
1922,8,B,Benmussa (V.) frères,[423],,,,,
1922,8,B,Benneniste & Benforado (Société).,[799],,,,,
1922,8,B,Benoist du Sablon (F.),[26],,,,,
1922,8,B,Benoît (J.E.),[394],,,,,
1922,8,B,Benoît (A.).,"[953, 1625, 1641]",,,,,
1922,8,B,Benoît & Cie (Société des lièges agglomérés A.).,[143],,,,,
1922,8,B,Benoit-Gonin (L.).,[357],,,,,
1922,8,B,Bensamon (dame G.),[654],,,,,
1922,8,B,Bensdorp & Cie.,"[19, 1235]",,,,,
1922,8,B,Bensimon (J.I.).,"[1079, 1541]",,,,,
1922,8,B,Bentata (H.),[1237],,,,,
1922,8,B,Benveniste & Hassid (Omnium) (Société),[1302],,,,,
1922,8,B,Benvenuto Platschick,"[293, 1324]",,,,,
1922,8,B,Bény (A.),[1681],,,,,
1922,8,B,Béranger (A.P.).,[162],,,,,
1922,8,B,Béranger & Darblay (Anciens Établissements),[339],,,,,
1922,8,B,Bérard (A.),[1408],,,,,
1922,8,B,Bérard (P.F.),[1535],,,,,
1922,8,B,Bérard (V.),[1811],,,,,
1922,8,B,Bérard & Cie (Société),"[226, 681]",,,,,
1922,8,B,Béraud (J.M.).,[969],,,,,
1922,8,B,Béraud (M.P.).,[992],,,,,
1922,8,B,Béraud (J.),[1815],,,,,
1922,8,B,Berdoues (P.),[1673],,,,,
1922,8,B,Beresniak (M.) et autres,[492],,,,,
1922,8,B,Beretta & Manganelli (Société).,[920],,,,,
1922,8,B,Bergeon (L.),[447],,,,,
1922,8,B,Berger (dame B.).,"[70, 1133, 1134]",,,,,
1922,8,B,Berger (I.),[1148],,,,,
1922,8,B,Berger (L.),[1007],,,,,
1922,8,B,Berger (Société Anonyme Maison veuve),[1432],,,,,
1922,8,B,Berger (P.M.).,[1688],,,,,
1922,8,B,Berger (dame Anna),[1698],,,,,
1922,8,B,Berger (M.).,"[1777, 1778]",,,,,
1922,8,B,Berger et autres (Société),[383],,,,,
1922,8,B,Bergçr (F.)& Blanc (M.),[752],,,,,
1922,8,B,Berger & Capellières,[341],,,,,
1922,8,B,Berger (M.) & Méré (P.).,"[822, 823]",,,,,
1922,8,B,Bergeret (A.),[1248],,,,,
1922,8,B,Bergery (C.R.).,[1168],,,,,
1922,8,B,Berges (Société anonyme Papeteries),[292],,,,,
1922,8,B,Berges & Maris.,[402],,,,,
1922,8,B,Bergische Stahl-industrie (Société dite),[263],,,,,
1922,8,B,Bergmann Elecktricitäts Werke (Société)),[1424],,,,,
1922,8,B,Bergognon - Livernois (A.),[1290],,,,,
1922,8,B,Berguer fils (C.) & Bourgine (A.) (Société),[1728],,,,,
1922,8,B,Berguerand (R.).,[891],,,,,
1922,8,B,Berlow (L.),[857],,,,,
1922,8,B,Berlyn (E.),[1526],,,,,
1922,8,B,Bermann (P.),[1200],,,,,
1922,8,B,Bermond (Société anonyme des anciens Établissements Auguste).,"[118, 428, 1017]",,,,,
1922,8,B,Bermond jeune & fils aîné (J.).,[1278],,,,,
1922,8,B,Bernadet frères.,[796],,,,,
1922,8,B,Bernar & fils (Société),"[971, 972]",,,,,
1922,8,B,Bernard (P.),[418],,,,,
1922,8,B,Bernard (H.),[691],,,,,
1922,8,B,Bernard (C.),[1225],,,,,
1922,8,B,Bernard (G.L.E.).,[1667],,,,,
1922,8,B,Bernard (Société des Établissements E.),[1083],,,,,
1922,8,B,Bernard frères (Société),[664],,,,,
1922,8,B,Bernard frères & Gie,[707],,,,,
1922,8,B,Bernard de Puybelles (J.).,"[1461, 1472]",,,,,
1922,8,B,Bernard (P.) & Guyton (A.).,[794],,,,,
1922,8,B,"Bernard, Tinssonnier & Cie (Société)",[226],,,,,
1922,8,B,Bernardet & Vavasseur (Société),"[582, 583]",,,,,
1922,8,B,Bernardin (A.A.).,[953],,,,,
1922,8,B,Berndorfer Métallwarenfabrik Arthur Krupp A. G. (Société dite).,[105],,,,,
1922,8,B,Berné (L.) & Escaude (A.),[460],,,,,
1922,8,B,"Bernés, Morère & Lavolte",[115],,,,,
1922,8,B,Bernhard (dame H.),[1627],,,,,
1922,8,B,Bernhd - Hasenclever & Söhne (Société),[150],,,,,
1922,8,B,Bernheim & Bellier (Société).,[1855],,,,,
1922,8,B,Bernheim & Bolch (Firme),[603],,,,,
1922,8,B,Bernier (Établissements L. & G.).,[1483],,,,,
1922,8,B,Bernier & Cie (A.).,[1064],,,,,
1922,8,B,Bernollin (A.),[228],,,,,
1922,8,B,Bernoux,[1062],,,,,
1922,8,B,"Berque, Blondeau & Cie",[1647],,,,,
1922,8,B,Berquet (H.) & Cardot (A.) (Société),[103],,,,,
1922,8,B,Bert (J.M.M.L.).,[155],,,,,
1922,8,B,Bertault (L.),[30],,,,,
1922,8,B,Berte (F.),[272],,,,,
1922,8,B,Berthault & Pagès (Société),[919],,,,,
1922,8,B,Berthe (C.),[157],,,,,
1922,8,B,Berthelot (Société anonyme des chaussures).,[686],,,,,
1922,8,B,"Berthet, Charrière & Cie (Société).","[195, 204, 206]",,,,,
1922,8,B,"Berthet, Freeman & Cie Inc. (Société anonyme).",[652],,,,,
1922,8,B,Berthier & Cie.,[1403],,,,,
1922,8,B,Berthier & Pépin (Société),[15],,,,,
1922,8,B,Berthiot & Cie.,[1450],,,,,
1922,8,B,Bertholier (A.L.).,[1790],,,,,
1922,8,B,Berthon (M.),[602],,,,,
1922,8,B,Berthon frères.,[1729],,,,,
1922,8,B,"Berthon, Laspoussas & Cie",[1729],,,,,
1922,8,B,Berthoud (P.P.).,[855],,,,,
1922,8,B,Berthoud & Pickering Limited (Société),[741],,,,,
1922,8,B,Bertin (P.).,"[311, 324, 363]",,,,,
1922,8,B,Bertin & Cie (Société anonyme Anciens Établissements Maurice),"[203, 309, 427, 759, 1017, 1135, 1375, 1376, 1436, 1673]",,,,,
1922,8,B,Bertin & Belliquet (Société),[1241],,,,,
1922,8,B,Bertin & Coupet.,[1820],,,,,
1922,8,B,Berton & Cie (Société),[1741],,,,,
1922,8,B,"Berton, Baron & Cie","[583, 1478]",,,,,
1922,8,B,Page réelle.,[1568],,,,,
1922,8,B,Bertrand (H.).,"[113, 1301, 1758]",,,,,
1922,8,B,Bertrand (G.),"[281, 834, 1711]",,,,,
1922,8,B,Bertrand (A.),[359],,,,,
1922,8,B,Bertrand (J.),[405],,,,,
1922,8,B,Bertrand (veuve).,[668],,,,,
1922,8,B,Bertrand (L.A.G.),[1454],,,,,
1922,8,B,Bertrand (L.A.).,[1459],,,,,
1922,8,B,Bertrand (E.),[1872],,,,,
1922,8,B,Bertrand Séraphin,[1470],,,,,
1922,8,B,Bertrand & Suzanna (Société),[1661],,,,,
1922,8,B,Bertsch (E.),[1000],,,,,
1922,8,B,Berva (A.L.),[1072],,,,,
1922,8,B,Besancenot (F.A.).,[1446],,,,,
1922,8,B,Besnard (J.).,"[1600, 1601]",,,,,
1922,8,B,"Besnard, Maris & Antoine (Société Établissements)","[857, 939, 1222]",,,,,
1922,8,B,Besombes (J.).,[1070],,,,,
1922,8,B,Besombes (L.).,[124],,,,,
1922,8,B,"Bessand, Bigorne & Cie",[1457],,,,,
1922,8,B,Page réelle.,[1547],,,,,
1922,8,B,Besse (J.P.),[1108],,,,,
1922,8,B,Besseau (E.),[1100],,,,,
1922,8,B,Besset frères (E. & A.),[40],,,,,
1922,8,B,Besseyriat (L.P.).,[452],,,,,
1922,8,B,Bessi & Faraut (Société).,"[323, 668, 985, 1806, 1807]",,,,,
1922,8,B,Bessière (L.),[87],,,,,
1922,8,B,Bessière (A.),[1462],,,,,
1922,8,B,Page réelle.,[1552],,,,,
1922,8,B,"Bessière (Société anonyme, Société d’exploitation des Brevets et procédés)",[1198],,,,,
1922,8,B,Bessières (V.),[593],,,,,
1922,8,B,Besson et autres.,"[150, 1019]",,,,,
1922,8,B,Besson & Bricard (Société veuve).,[648],,,,,
1922,8,B,Beteille (P.),[1378],,,,,
1922,8,B,Bethlehem Motors Corp. of New-York (Société).,[1463],,,,,
1922,8,B,Page réelle.,[1553],,,,,
1922,8,B,Betts (dame),[1792],,,,,
1922,8,B,Beuque - Dumont (M.),[639],,,,,
1922,8,B,Beuret frères (Raison sociale),[1297],,,,,
1922,8,B,Beurton (C.),[737],,,,,
1922,8,B,Beutier (L.),[691],,,,,
1922,8,B,Bey (N.),[1405],,,,,
1922,8,B,Beyler (R.),[246],,,,,
1922,8,B,Beyls (Société J. & P.),[1411],,,,,
1922,8,B,Beynet (J.),[1254],,,,,
1922,8,B,Beyrieux (B.),[357],,,,,
1922,8,B,Beyroux (G.F.).,[383],,,,,
1922,8,B,Beytout (G.).,"[30, 927]",,,,,
1922,8,B,Bez (C.),[1475],,,,,
1922,8,B,Bezault frères (Société),[421],,,,,
1922,8,B,Bezis (V.P.),[979],,,,,
1922,8,B,Biais (A.P.),[457],,,,,
1922,8,B,"Bianchini, Férier (Raison Sociale).","[352, 352, 604, 1301, 1431]",,,,,
1922,8,B,Biasse (A.S.),[1664],,,,,
1922,8,B,Bichara (M.),[17],,,,,
1922,8,B,Bichler (C.) et autres,[751],,,,,
1922,8,B,Bichon fils (E.).,[111],,,,,
1922,8,B,Bichu & Cie,[388],,,,,
1922,8,B,"Bickford et autres (Société anonyme Française, Société Établisments).","[679, 708, 853]",,,,,
1922,8,B,Bidet (M.H.),[430],,,,,
1922,8,B,Bidoit et autres (Raison sociale),"[23, 25, 524, 1500, 1840]",,,,,
1922,8,B,Bidon (dame M. Y.),[1124],,,,,
1922,8,B,Biederman & Cie (Société),[1678],,,,,
1922,8,B,Bienaimé & Javal.,"[45, 459, 510]",,,,,
1922,8,B,Biet (L.).,"[1173, 1309]",,,,,
1922,8,B,Bietron (H.),[572],,,,,
1922,8,B,Biétrcn (A.).,"[765, 1528, 1741]",,,,,
1922,8,B,Biette fils (A.).,[1636],,,,,
1922,8,B,Biette fils (A.) & Cie,"[801, 817, 1087, 1435, 1489]",,,,,
1922,8,B,Bieuville (F.É.).,[431],,,,,
1922,8,B,Biflex Products Co (Raison Sociale).,[682],,,,,
1922,8,B,Bigazzi (N.),[1304],,,,,
1922,8,B,Bigeon (E.),"[46, 156, 466]",,,,,
1922,8,B,Bigeon (H.V.E. F.),[1869],,,,,
1922,8,B,Bignoneau (L.G.) & Ledoux (E.L.L.),[355],,,,,
1922,8,B,Bigo (R.),[864],,,,,
1922,8,B,"Bigorne, Bessand & Cie",[1457],,,,,
1922,8,B,Page réelle.,[1547],,,,,
1922,8,B,Bigot (J.).,"[203, 903]",,,,,
1922,8,B,Bihl (M.),[1097],,,,,
1922,8,B,Bilatte & Cie (E.).,[855],,,,,
1922,8,B,Billard (P.),[215],,,,,
1922,8,B,Billet & Cie (G.).,[625],,,,,
1922,8,B,Billet - Lemy (Société anonyme conserverie),[1867],,,,,
1922,8,B,Billoire (P.),[50],,,,,
1922,8,B,Billoret (H.) & Poulain (P.A.).,[1256],,,,,
1922,8,B,Billouin (H.).,"[109, 558]",,,,,
1922,8,B,Billy (G.),[1603],,,,,
1922,8,B,Billy & Pierrotin. (Société),[1014],,,,,
1922,8,B,Bily (J.),[858],,,,,
1922,8,B,Binard (A.),[886],,,,,
1922,8,B,"Binauld, Pourbaix & Cie (Société).",[1443],,,,,
1922,8,B,Bindschedler (R.).,[491],,,,,
1922,8,B,Bine (J.),[977],,,,,
1922,8,B,Binet fils & Cie (Maison),[1772],,,,,
1922,8,B,Bing & Cie (Ancienne Maison S.),[208],,,,,
1922,8,B,Binger (P.),[1017],,,,,
1922,8,B,Binh-An (Maison).,[216],,,,,
1922,8,B,Binh-An (Pharma cie asiatique).,[1467],,,,,
1922,8,B,Binney & Smith Cie (Firme),[],,,,,
1922,8,B,Bintz (P.),[],,,,,
1922,8,B,Biol (A.) & Fromentin (J.),[],,,,,
1922,8,B,Biousse - Rachlis (Société),[],,,,,
1922,8,B,Birac & Carbonel (Société),[1350],,,,,
1922,8,B,Birmingham Small Smalls Arms Co Limited (Société The),[1460],,,,,
1922,8,B,Page réelle.,[],,,,,
1922,8,B,Page réelle.,[],2< ? --->,,,,
1922,8,B,Bischoff (A.V.L.J.),[],,,,,
1922,8,B,Biscuits Olibet (Société anonyme des),[],,,,,
1922,8,B,Biscuiterie Aixoise  (Société anonyme de la),[],,,,,
1922,8,B,Biscuiterie Alsacienne (Société anonyme).,[663],,,,,
1922,9,B,Biscuiterie de l’Amandier,[1023],,,,,
1922,9,B,Biscuiterie de la Gigogne (Société anonyme),[664],,,,,
1922,9,B,Biscuiterie D.B.B.) (Société anonyme dite),[282],,,,,
1922,9,B,Biscuiterie Moderne Société Anonyme Société la).,[1408],,,,,
1922,9,B,Biscuiterie Nantaise,"[1023, 1100, 1207, 1677]",,,,,
1922,9,B,Biscuiterie Rennaise,[19],,,,,
1922,9,B,Biset (G.),[947],,,,,
1922,9,B,"Bisquit, Dubouché & Cie","[524, 1314, 1814]",,,,,
1922,9,B,Bisseuil & Huet (Société).,"[39, 1164, 1168, 1761]",,,,,
1922,9,B,Bissier (A.).,"[965, 1747]",,,,,
1922,9,B,Bitterly (C.R.).,[272],,,,,
1922,9,B,Bizanger (R.),[378],,,,,
