Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,59,A,,Allobroge (L’) avec dessin,,43,194,,,,
1922,59,A,,id.,,67,209,,,,
1922,59,A,,id.,,14,597,,,,
1922,59,A,,Allobroge (Les sive de l’) avec dessin,,14,1477,,,,
1922,59,A,,Allobroge (L’) sur un savon avec dessin,,14,1478,,,,
1922,59,A,,Allobroge (L’) avec dessin),,66,1494,,,,
1922,59,A,,Allobroge (L’).,,67,1532,,,,
1922,59,A,,Allomorphal,,79,1080,,,,
1922,59,A,,Allumol,,59,1830,,,,
1922,59,A,,Allurette,,22,498,,,,
1922,59,A,,Alluronne,,22,498,,,,
1922,59,A,,All Weather,,25,1785,,,,
1922,59,A,,Allypnal,,79,1080,,,,
1922,59,A,,A. L. M,,32,74,,,,
1922,59,A,,Alma,,17,146,,,,
1922,59,A,,id.,,64,245,,,,
1922,59,A,,id.,,25,348,,,,
1922,59,A,,id.,,33,559,,,,
1922,59,A,,Almasurunbateau,,33,559,,,,
1922,59,A,,Alma (Huile de Paraffine),,79,927,,,,
1922,59,A,,Alma.,,16,1006,,,,
1922,59,A,,Alma (Établissements),,20,1664,,,,
1922,59,A,,Almaryne,,56,1469,,,,
1922,59,A,,Page réelle.,,,1559,,,,
1922,59,A,,Alouette (L’),,20,793,,,,
1922,59,A,,Alouette (Aux éditions de l’),,72,1448,,,,
1922,60,A,,Alpax,,8,549,,,,
1922,60,A,,Alpax,,8,549,,,,
1922,60,A,,Alpes (Confiserie des),,66,122,,,,
1922,60,A,,id.,,66,123,,,,
1922,60,A,,Alpes (Extrait dépuratif des),,79,410,,,,
1922,60,A,,Alpes (Savon des),,14,1001,,,,
1922,60,A,,Alpes (Savon des) avec dessin,,14,1003,,,,
1922,60,A,,Alpes (Teinturerie des),,15,1161,,,,
1922,60,A,,Alpes (Sucre des).,,66,1833,,,,
1922,60,A,,Alpes du Curé d’Ubaye (Pilules antianémique des),,79,410,,,,
1922,60,A,,Alpestr,,53,425,,,,
1922,60,A,,Alpestra,,66,1530,,,,
1922,60,A,,Alpestre (La la vande),,58,1305,,,,
1922,60,A,,Alpha,,22,269,,,,
1922,60,A,,id.,,21,347,,,,
1922,60,A,,id.,,25,348,,,,
1922,60,A,,Alpha (Plume).,,72,1655,,,,
1922,60,A,,Alphabus,,72,1185,,,,
1922,60,A,,Alphée,,14,709,,,,
1922,60,A,,Alphonse de Courcy,,68,988,,,,
1922,60,A,,Alphonsine Plessis l’héroïne de la dame aux camélias 1840,,58,1737,,,,
1922,60,A,,Alpin (L) avec dessin,,66,123,,,,
1922,60,A,,Alpin (Gabion).,,31,230,,,,
1922,60,A,,Alpin (L’),,66,1068,,,,
1922,60,A,,id.,,66,1175,,,,
1922,60,A,,Alpine (Ceinture),,52,391,,,,
1922,60,A,,Alpine (L'),,68,730,,,,
1922,60,A,,Alri,,21,970,,,,
1922,60,A,,Alsa (3 œufs frais en poudre),,62,1604,,,,
1922,60,A,,Alsa (Liqueur) avec dessin,,68,1614,,,,
1922,60,A,,"Alsa (Sirotine, Limonadine).",,69,1615,,,,
1922,60,A,,Alsacake’s,,66,1608,,,,
1922,60,A,,Alsace (Blanc d’) avec alsacienne (Dessin),,49,234,,,,
1922,60,A,,Alsace (Vieux Marc d’),,68,287,,,,
1922,60,A,,Alsace (Quetschd’),,68,472,,,,
1922,60,A,,Alsace (Aux bonbons d’),,66,518,,,,
1922,60,A,,Alsace (Sablé d’).,,66,663,,,,
1922,60,A,,Alsace (Marc d’).,,68,838,,,,
1922,60,A,,Alsace (Eau - deviede framboises d’),,68,839,,,,
1922,60,A,,Alsace (Bêtises d’).,,66,1410,,,,
1922,60,A,,Alsace (Colle forte d’),,33,1521,,,,
1922,60,A,,Alsace (Vernis à bronzer d’),,33,1629,,,,
1922,60,A,,Alsace (Dorure d’),,74,1655,,,,
1922,60,A,,Alsace (Impression blanc d’).,,44,1668,,,,
1922,60,A,,Alsace (Eau - de vie d’),,68,1682,,,,
1922,60,A,,Alsace (Pur fil d’) avec alsacienne (Dessin),,52,1790,,,,
1922,60,A,,Alsace (Chicorée d’),,67,1800,,,,
1922,60,A,,Alsace - Lorraine (Potage) avec alsacienne (Dessin),,62,1797,,,,
1922,60,A,,Alsacien (Brillant),,33,349,,,,
1922,60,A,,Alsacien et Al sacienne (Dessin),,66,281,,,,
1922,60,A,,Alsacienne (Es cargots prépa rés à F),,62,280,,,,
1922,60,A,,Alsacienne (L’) avec dessin et C. A. D,,27,830,,,,
1922,60,A,,Alsacienne (Buste de) (Dessin),,66,918,,,,
1922,60,A,,Alsacienne (Tête de) (Dessin).,,66,1023,,,,
1922,60,A,,Alsacienne (L’) avec dessin,,39,1200,,,,
1922,60,A,,id.,,16,1254,,,,
1922,60,A,,Alsacienne (L’).,,53,1635,,,,
1922,60,A,,Alsacienne assise sur 1 escargot qu’elle conduit par des rênes (Dessin),,62,1639,,,,
1922,60,A,,Alsacienne tenant un gâteau (Dessin),,66,1641,,,,
1922,60,A,,Alsacienne tenant un plateau avec des bouteilles (Dessin),,68,1682,,,,
1922,60,A,,Alsacienne (Levure),,64,1765,,,,
1922,60,A,,Alsacienne et Lorraine (Dessin),,69,479,,,,
1922,60,A,,Alsaciennes te nant un gâteau (Deux) (Dessin).,,66,1607,,,,
1922,60,A,,Alsatia,,10,679,,,,
1922,60,A,,Alsatia sur une machine à coudre (Dessin).,,10,679,,,,
1922,60,A,,Alsatia,,44,1011,,,,
1922,60,A,,Alsatia attrape mouches,,70,480,,,,
1922,60,A,,Alsgyne,,79,332,,,,
1922,60,A,,Alta,,53,1760,,,,
1922,60,A,,Altass sur un globe avec lion (Dessin),,25,1628,,,,
1922,60,A,,Altesse,,49,1824,,,,
1922,60,A,,Altière,,25,1222,,,,
1922,60,A,,Altra (Produits).,,80,1327,,,,
1922,60,A,,Alublanc,,32,1756,,,,
1922,60,A,,Aluemail,,33,648,,,,
1922,60,A,,Alumin,,32,1054,,,,
1922,60,A,,Alumina,,32,1699,,,,
1922,60,A,,Aluminium sur un soleil,,38,112,,,,
1922,60,A,,Aluminociment.,,29,558,,,,
1922,60,A,,Aluminose,,20,644,,,,
1922,60,A,,Aluna,,20,644,,,,
1922,60,A,,Alundum,,16,1335,,,,
1922,60,A,,Alunosal,,79,672,,,,
1922,60,A,,Alunozal,,79,927,,,,
1922,60,A,,Alusoudé (L’) avec abeille (Dessin),,38,1522,,,,
1922,60,A,,Alvéole (L’),,52,911,,,,
1922,60,A,,Alvint sur un globe (Dessin).,,53,1261,,,,
1922,60,A,,Alydéa,,48,1587,,,,
1922,60,A,,Page réelle.,,,1597,,,,
1922,60,A,,Alzado,,25,1256,,,,
1922,60,A,,A. M,,32,74,,,,
1922,60,A,,Ama,,10,707,,,,
1922,60,A,,A M A (Appareils),,20,1125,,,,
1922,60,A,,A.M. A,,14,1196,,,,
1922,60,A,,Amabilis,,43,388,,,,
1922,60,A,,Amalaria,,79,848,,,,
1922,60,A,,Amandes (Sirop d’),,69,325,,,,
1922,60,A,,Amandes (Chocolat fondant aux).,,66,767,,,,
1922,60,A,,Amandier (Biscuiterie de l’) avec dessin,,66,1023,,,,
1922,60,A,,Amandine,,68,93,,,,
1922,60,A,,Amandines (Les) avec dessin,,64,662,,,,
1922,60,A,,id.,,63,1604,,,,
1922,60,A,,Amara Blanqui.,,68,1499,,,,
1922,60,A,,Amateur (Café).,,67,1358,,,,
1922,60,A,,Amaz,,33,1164,,,,
1922,60,A,,Amazone,,58,687,,,,
1922,60,A,,Amazone (Dessin),,52,1345,,,,
1922,60,A,,Amazone (L').,,16,1663,,,,
1922,60,A,,A. Mazza (Vermouth),,68,1179,,,,
1922,60,A,,Ambal (veuve).,,68,403,,,,
1922,60,A,,Ambassador,,68,521,,,,
1922,60,A,,Ambre des Ambres,,58,203,,,,
1922,60,A,,Ambre Chypre (Un) sur un flacon,,58,115,,,,
1922,60,A,,Ambre des dieux.,,58,687,,,,
1922,60,A,,Ambre Djamik.,,58,1791,,,,
1922,60,A,,Ambre fleuri.,,58,1636,,,,
1922,60,A,,Ambre de Java.,,58,1864,,,,
1922,60,A,,Ambre mystérieuse,,58,16,,,,
1922,60,A,,Ambre rare,,58,686,,,,
1922,60,A,,Ambre Roger et Gallet,,58,1230,,,,
1922,60,A,,Ambréose,,79,1721,,,,
1922,60,A,,Ambricourt (Les parfums d’),,58,1705,,,,
1922,60,A,,Ambrine,,68,526,,,,
1922,60,A,,Ambrok Arms’avec A.A. dans un cor de chasse (Dessin),,28,1821,,,,
1922,60,A,,Ambroléine,,9,550,,,,
1922,60,A,,Ambrosia,,79,700,,,,
1922,60,A,,Amburco (Pure).,,47,975,,,,
1922,60,A,,id.,,47,976,,,,
1922,60,A,,A Médicina Hodierna,,72,1807,,,,
1922,60,A,,Améline (L’),,64,84,,,,
1922,60,A,,Aménorrhia,,79,541,,,,
1922,60,A,,Améranis,,68,1318,,,,
1922,60,A,,América,,68,90,,,,
1922,60,A,,Américain (Produit),,67,470,,,,
1922,60,A,,Américain (Adhésif),,11,708,,,,
1922,60,A,,Américain (Piper sec),,68,1384,,,,
1922,60,A,,Américain,,49,1824,,,,
1922,60,A,,Américain apéritif avec drapeau américain (Dessin),,68,886,,,,
1922,60,A,,Américaine (Eau de Javel),,14,224,,,,
1922,60,A,,Américaine (Levure),,64,359,,,,
1922,60,A,,Américaine,,39,1165,,,,
1922,60,A,,Américaine (A l’),,62,1269,,,,
1922,60,A,,Américaine (Laque),,33,1858,,,,
1922,60,A,,Américaine - Cafards,,70,1446,,,,
1922,60,A,,Américaine - rats,,70,1446,,,,
1922,60,A,,Américaine-sou ris,,70,1446,,,,
1922,60,A,,Américan,,8,66,,,,
1922,60,A,,Américan sur la lettre A. étoilée (Dessin),,46,975,,,,
1922,60,A,,Américan Beauty,,43,602,,,,
1922,60,A,,Américan Cocktail cup,,68,323,,,,
1922,60,A,,Américan grog (The best),,68,1835,,,,
1922,60,A,,Américan oil.,,9,67,,,,
1922,60,A,,Américan scissors (The),,42,974,,,,
1922,60,A,,Américan Shampooing 12456.,,58,607,,,,
1922,60,A,,Américan tractor,,25,828,,,,
1922,60,A,,A. M. G,,68,1532,,,,
1922,60,A,,id.,,68,1533,,,,
1922,60,A,,id.,,68,1534,,,,
1922,60,A,,A. M. G. dans un écusson avec chevron (Dessin).,,68,1533,,,,
1922,60,A,,A. M. G. dans unécusson (Dessin).,,68,1533,,,,
1922,60,A,,id.,,68,1534,,,,
1922,60,A,,A. M. I. sur une roue dentée (Dessin),,16,188,,,,
1922,60,A,,Amiantine,,29,230,,,,
1922,60,A,,Amieux (Chocolat),,66,1310,,,,
1922,60,A,,Amieux (Foie gras) (conserves),,62,1437,,,,
1922,60,A,,Amieux (Condiments),,64,1438,,,,
1922,60,A,,Amieux (Légumes et fruits frais et secs),,63,1438,,,,
1922,60,A,,Amieux (Produits),,71bis,1446,,,,
1922,60,A,,"Amieux (Tapioca, épices)",,67,1440,,,,
1922,60,A,,Amieux frères (Chocolat),,66,573,,,,
1922,60,A,,Amieux frères - (Chocolat fon dant),,66,766,,,,
1922,60,A,,id.,,66,767,,,,
1922,60,A,,id.,,66,768,,,,
1922,60,A,,id.,,66,769,,,,
1922,60,A,,Amieux frères.,,66,1311,,,,
1922,60,A,,Amieux frères conservent frais tout ce qui se mange,,62,569,,,,
1922,60,A,,Aminocuprine.,,79,1750,,,,
1922,60,A,,Amirale (L’),,33,1730,,,,
1922,60,A,,Amisoforme,,79,538,,,,
1922,60,A,,Amo,,64,311,,,,
1922,60,A,,A Moi les pâtes Garres avec dessin,,65,1067,,,,
1922,60,A,,Amorosa,,59,1528,,,,
1922,60,A,,Amour (Dessin) avec J.M. dans un losange,,57,425,,,,
1922,60,A,,Amour tenant une arbalète (Dessin),,42,714,,,,
1922,60,A,,Amour tenant une coupe (Dessin).,,68,777,,,,
1922,60,A,,Amour tenant un carton à chapeau (Dessin),,50,1166,,,,
1922,60,A,,Amour tenant un flambeau (Dessin),,64,1353,,,,
1922,60,A,,Amour renver sant une corne d’abondance (Dessin),,71bis,1365,,,,
1922,60,A,,Amour jouant de la trompette supporté par un coq (Dessin).,,12,1517,,,,
1922,61,A,,Amour et houppe (Dessin),,58,116,,,,
1922,61,A,,Amours (Deux) (Dessin),,66,519,,,,
1922,61,A,,Amours (Les) avec dessin,,14,1395,,,,
1922,61,A,,Amours de Derly (Les),,58,460,,,,
1922,61,A,,Amouranis L’anis d’amour.,,68,1102,,,,
1922,61,A,,Amourette export,,68,1466,,,,
1922,61,A,,Amourette oxygénée,,68,1466,,,,
1922,61,A,,Amourettes (Filaux),,46,561,,,,
1922,61,A,,Amoureuses (Closdes),,68,880,,,,
1922,61,A,,Amoureux murmure.,,58,1262,,,,
1922,61,A,,Amovible (Roue).,,25,1462,,,,
1922,61,A,,Page réelle,,,1552,,,,
1922,61,A,,Ampérine,,20,793,,,,
1922,61,A,,Amphicrêpe,,45,232,,,,
1922,61,A,,Amphion,,75,439,,,,
1922,61,A,,Amp hit rite (Plume),,72,1654,,,,
1922,61,A,,Amphore (Dessin),,64,873,,,,
1922,61,A,,"Amphore (Dessin), avec G. L",,41,1586,,,,
1922,61,A,,Page réelle.,,,1596,,,,
1922,61,A,,Amplibus,,52,114,,,,
1922,61,A,,Amplibust,,52,114,,,,
1922,61,A,,Amplifor,,20,1336,,,,
1922,61,A,,Ampliford,,20,1336,,,,
1922,61,A,,Amplifort,,20,1336,,,,
1922,61,A,,Ampliphone.,,75,1078,,,,
1922,61,A,,Ampliseg,,75,1186,,,,
1922,61,A,,Ampoule dans 1 boîte (Dessin).,,58,115,,,,
1922,61,A,,A.M. S,,72,214,,,,
1922,61,A,,Amsler - Lecouvreur & Cie.,,68,991,,,,
1922,61,A,,Amsterdam,,35,1338,,,,
1922,61,A,,Amydouce,,58,355,,,,
1922,61,A,,Amygdomiel.,,58,609,,,,
1922,61,A,,Amyla (Encre).,,72,134,,,,
1922,61,A,,Amyliodine.,,79,820,,,,
1922,61,A,,Amyrose.,,58,357,,,,
1922,61,A,,Analginase,,79,58,,,,
1922,61,A,,Ananas (L.) avec dessin,,1,1622,,,,
1922,61,A,,Anasepsine (L'),,79,1471,,,,
1922,61,A,,Anca Water proof sur une étoile avec A.C. (Dessin),,48,1670,,,,
1922,61,A,,Ancel (Crème).,,66,1023,,,,
1922,61,A,,Ancelly,,66,1800,,,,
1922,61,A,,Ancelly Pudding Powder Vanilla avec buste d’alsacienne (Dessin),,66,1799,,,,
1922,61,A,,Anches conser vatoire.,,76,170,,,,
1922,61,A,,Anchois (Filets d’),,62,1638,,,,
1922,61,A,,Ancien Château d’Avize avec dessin.,,68,698,,,,
1922,61,A,,Ancien Domaine des évêques Ducs de Langrès,,68,475,,,,
1922,61,A,,Ancien Prieuré (Clos de 1’),,68,161,,,,
1922,61,A,,Anciens Moines de l'abbaye de Bonneval (Véritable liqueur des).,,68,626,,,,
1922,61,A,,"Ancienne Abbaye de Fécamp (Véritable Bénédictine, liqueur de l’)",,68,1034,,,,
1922,61,A,,id.,,68,1034,,,,
1922,61,A,,Ancienne Abbaye de St - Jean d’Angély avec dessin,,68,627,,,,
1922,61,A,,Ancienne Maison Gerbaud,,68,1533,,,,
1922,61,A,,Ancre (Une) (Dessin).,,25,110,,,,
1922,61,A,,Ancre (Dessin).,,29,111,,,,
1922,61,A,,id.,,55,307,,,,
1922,61,A,,id.,,13,378,,,,
1922,61,A,,id.,,58,566,,,,
1922,61,A,,id.,,57,912,,,,
1922,61,A,,id.,,62,1064,,,,
1922,61,A,,id.,,40,1092,,,,
1922,61,A,,Ancre (A l’) avec dessin.,,52,1345,,,,
1922,61,A,,Ancre (Dessin).,,68,1413,,,,
1922,61,A,,id.,,68,1476,,,,
1922,61,A,,Page réelle.,,,1566,,,,
1922,61,A,,Ancre (Dessin).,,19,1583,,,,
1922,61,A,,Page réelle.,,,1593,,,,
1922,61,A,,Ancre (Dessin).,,68,1747,,,,
1922,61,A,,Ancre sur un écusson renfermant les initiales R.V.,,68,211,,,,
1922,61,A,,Ancre dans un écusson (Dessin).,,68,283,,,,
1922,61,A,,Ancre sur un bateau (Dessin).,,68,524,,,,
1922,61,A,,Ancre dans un triangle avec L. F. & C° (Dessin),,68,621,,,,
1922,61,A,,Ancre dans un écusson (Dessin).,,29,712,,,,
1922,61,A,,Ancre dans un écusson cou ronné (Dessin).,,29,712,,,,
1922,61,A,,Ancre et A. C. M. sur un siphon (Dessin),,69,53,,,,
1922,61,A,,Ancre (Dessin) avec J.B.,,16,450,,,,
1922,61,A,,Ancre (Dessin) avec T. L,,14,496,,,,
1922,61,A,,Ancre avec A. C. M. sur une bouteille de limonade (Dessin).,,69,534,,,,
1922,61,A,,Ancre (Dessin) avec E. B.,,22,751,,,,
1922,61,A,,id.,,25,752,,,,
1922,61,A,,Ancre (Dessin) avec A. O.,,66,1022,,,,
1922,61,A,,Ancre (Dessin) avec les initiales A. B. C,,62,1064,,,,
1922,61,A,,Ancre (Dessin) avec H. R,,52,1167,,,,
1922,61,A,,Ancre (Dessin) avec E. I A.,,8,1194,,,,
1922,61,A,,Ancre (Dessin) avec H. D.,,42,1200,,,,
1922,61,A,,Ancre (Dessin) avec J. C.,,63,1529,,,,
1922,61,A,,Ancre (Dessin) avec S. C.,,76,1617,,,,
1922,61,A,,Ancre (Dessin) avec Nicolas Reggio,,71,535,,,,
1922,61,A,,Ancre (Dessin) avec Maubert.,,58,567,,,,
1922,61,A,,Ancre ailée (Dessin) avec N. A.,,23,1584,,,,
1922,61,A,,Page réelle.,,,1594,,,,
1922,61,A,,Ancre couronnée (Dessin),,16,1220,,,,
1922,61,A,,Ancre caducée et les initiales L. F. dans un écusson (Dessin),,33,1091,,,,
1922,61,A,,Ancre et caducée avec les initiales L. F. dans un écusson (Dessin).,,73,1112,,,,
1922,61,A,,id.,,73,1113,,,,
1922,61,A,,Ancre et étoiles (Dessin),,7,851,,,,
1922,61,A,,Ancre et grenades (Dessin).,,7,851,,,,
1922,61,A,,Ancre d’Or (A l’) avec dessin.,,52,1345,,,,
1922,61,A,,Ancres (Quatre) (Dessin).,,25,110,,,,
1922,61,A,,Ancres (Deux) (Dessin) avec A. F. P.,,32,192,,,,
1922,61,A,,Ancres (Deux) (Dessin). *.,,50,910,,,,
1922,61,A,,Ancres entrelacées (Deux) (Dessin),,25,110,,,,
1922,61,A,,Andalou (Crêpe).,,45,389,,,,
1922,61,A,,Andalouse (Anisette F) sur une bouteille (Dessin.,,68,841,,,,
1922,61,A,,Andalouse (Lessive) avec dessin,,14,936,,,,
1922,61,A,,Andipsa,,79,1080,,,,
1922,61,A,,André (Cafés),,66,1102,,,,
1922,61,A,,André fabricant (Terrine de foies gras).,,62,1350,,,,
1922,61,A,,André Moreau.,,62,1270,,,,
1922,61,A,,Andronice,,52,1760,,,,
1922,61,A,,Andry (Georges).,,80,1812,,,,
1922,61,A,,Anduitfer.,,53,43,,,,
1922,61,A,,Anémine,,79,1078,,,,
1922,61,A,,Anémone (Fleur de) avec dessin.,,66,362,,,,
1922,61,A,,Anesthésique E. P. F,,79,1471,,,,
1922,61,A,,Ange chinois avec dessin,,47,196,,,,
1922,61,A,,Anges (L’eau des) avec dessin.,,58,690,,,,
1922,61,A,,Angeard et Du peux,,68,524,,,,
1922,61,A,,Angéine,,79,1509,,,,
1922,61,A,,Angélus,,76,1419,,,,
1922,61,A,,Angers (Véritable guignolet d’).,,68,1479,,,,
1922,61,A,,Page réelle.,,,1569,,,,
1922,61,A,,Angevine (L’).,,69,1651,,,,
1922,61,A,,Anginex,,79,820,,,,
1922,61,A,,Angiolaxine.,,79,1080,,,,
1922,61,A,,Anglais (Anthracite),,7,1725,,,,
1922,61,A,,Anglaise (Menthe),,68,51,,,,
1922,61,A,,Anglo Langouste du Gap avec dessin,,62,1234,,,,
1922,61,A,,Angora (L') avec dessin,,68,1643,,,,
1922,61,A,,Angot (Amer).,,68,90,,,,
1922,61,A,,Angot (L’amer) sur une bouteille (Dessin),,68,1028,,,,
1922,61,A,,Angot (L’amer).,,68,1029,,,,
1922,61,A,,Angousture,,79,822,,,,
1922,61,A,,Animal allégo rique avec indigène (Dessin).,,47,1483,,,,
1922,61,A,,Animal fantastique (Dessin).,,29,712,,,,
1922,61,A,,Aninsect,,79,1080,,,,
1922,61,A,,Aniodol,,58,1829,,,,
1922,61,A,,Anisabon (Liqueur),,68,1647,,,,
1922,61,A,,Anisalo,,68,882,,,,
1922,61,A,,Anisano,,68,402,,,,
1922,61,A,,Anisello,,68,288,,,,
1922,61,A,,Anisetta (Liqueur spéciale),,68,1183,,,,
1922,61,A,,Anis Unzio (Liqueur d’),,68,772,,,,
1922,61,A,,Anizano.,,68,402,,,,
1922,61,A,,Anizor (Dentifrice.,,58,719,,,,
1922,61,A,,Anjou (Grand vin blanc d’),,68,51,,,,
1922,61,A,,Anjou (Grand vin,,68,1497,,,,
1922,61,A,,id.,,68,1534,,,,
1922,61,A,,Anjou (Vin Mousseux),,68,1648,,,,
1922,61,A,,Anjou Première.,,68,435,,,,
1922,61,A,,Annabella,,58,1864,,,,
1922,61,A,,Annamite (Buste de) (Dessin).,,66,770,,,,
1922,61,A,,Annamite Matelassé),,45,1788,,,,
1922,61,A,,Anneau d’Or (L’) avec dessin,,14,1160,,,,
1922,61,A,,Anneaux de chaîne (Dessin),,47,561,,,,
1922,61,A,,Annuaire des Gdes marques internationales et des Grandes sociétés du Monde.,,72,254,,,,
1922,61,A,,Annuaire Méridional des sports.,,72,214,,,,
1922,61,A,,Annuaire of Europe et The 3 Americas (The),,72,27,,,,
1922,61,A,,Anophéline,,58,427,,,,
1922,61,A,,A nous le Pompon,,68,729,,,,
1922,61,A,,Anozol.,,79,368,,,,
1922,61,A,,Anrian,,58,949,,,,
1922,61,A,,Anschutz,,79,893,,,,
1922,61,A,,Antée avec des sin,,79,701,,,,
1922,61,A,,Antéia,,79,60,,,,
1922,61,A,,Antepituine.,,79,98,,,,
1922,61,A,,Antérior Métatarsal,,78,818,,,,
1922,61,A,,Anthoine (Eùcalyptéol).,,79,172,,,,
1922,61,A,,Anthrapur,,7,790,,,,
1922,61,A,,Anthraxyl.,,79,1079,,,,
1922,61,A,,Anti-Asthmine.,,79,589,,,,
1922,61,A,,Anti-bélier (L').,,22,600,,,,
1922,61,A,,Antibes,,47,352,,,,
1922,61,A,,Anticalor,,33,973,,,,
1922,61,A,,Antichoc,,25,646,,,,
1922,61,A,,Anticholériques Biliées (Pilules).,,79,1079,,,,
1922,61,A,,Anti-Gogne.,,22,794,,,,
1922,61,A,,Antidartos,,79,332,,,,
1922,61,A,,Antidolorine,,79,1619,,,,
1922,61,A,,Antidouleur Barbessou.,,79,1079,,,,
1922,61,A,,Anti-fuite,,19,1006,,,,
1922,61,A,,Antigel Viticole (Toile-abri),,46,306,,,,
1922,61,A,,Antigermanique.,,75,1113,,,,
1922,61,A,,Antigir,,27,453,,,,
1922,61,A,,Anti - Grippe (Chaussure),,53,1096,,,,
1922,61,A,,Anti - grippe (Rhum) avec dessin.,,68,1681,,,,
1922,61,A,,Anti-lessive.,,14,596,,,,
1922,61,A,,Anti-Sirocco avec dessin,,69,1110,,,,
1922,61,A,,Anti-Thénar (L’).,,78,630,,,,
1922,61,A,,Anti-toxique,,59,1349,,,,
1922,61,A,,Antilles (Rhum des),,68,578,,,,
1922,61,A,,"Antilles (Baume Dépuratif, Tisane des jus d’herbes des)",,79,590,,,,
1922,61,A,,Antilope (Dessin) tenant un seau de peinture).,,33,860,,,,
1922,61,A,,Antilope (Tête de) (Dessin),,8,1291,,,,
1922,61,A,,Antilope (L') avec dessin,,44,1301,,,,
1922,61,A,,Antinausiques (Granules),,79,960,,,,
1922,61,A,,Antinéa,,52,14,,,,
1922,61,A,,id.,,58,17,,,,
1922,61,A,,id.,,59,279,,,,
1922,61,A,,id.,,79,440,,,,
1922,61,A,,id.,,52,715,,,,
1922,61,A,,id.,,52,864,,,,
1922,61,A,,id.,,66,1139,,,,
1922,61,A,,id.,,66,1356,,,,
1922,61,A,,id.,,45,1401,,,,
1922,61,A,,id.,,58,1527,,,,
1922,61,A,,Antinéa (Champagne),,68,1679,,,,
1922,61,A,,Antinéa avec dessin,,16,1783,,,,
1922,61,A,,Antinéa,,59,1796,,,,
1922,61,A,,Antinéa Reine des liqueurs de Mandarine,,68,1680,,,,
1922,61,A,,Antinéo,,79,217,,,,
1922,61,A,,Antinous,,72,166,,,,
1922,61,A,,Antiope.,,52,1760,,,,
1922,61,A,,Antiox,,8,1578,,,,
1922,61,A,,Page réelle.,,,1588,,,,
1922,61,A,,Antioxyne (L’).,,33,501,,,,
1922,61,A,,Antipyr,,38,272,,,,
1922,61,A,,Antipyrique du bon curé,,79,542,,,,
1922,61,A,,Antique (Crêpe).,,45,352,,,,
1922,61,A,,Antique Mill,,72,213,,,,
1922,61,A,,Antisciaticol,,79,1850,,,,
1922,61,A,,Antisol,,33,1199,,,,
1922,61,A,,Antistrongyline.,,11,792,,,,
1922,61,A,,Antoine (Rubans papiers carbone et encres),,22,1428,,,,
1922,61,A,,Antoine (Rillettes),,62,1491,,,,
1922,61,A,,Antonia,,56,201,,,,
1922,61,A,,Antonia lmp. avec dessin,,14,748,,,,
1922,61,A,,Antonini & Co.,,64,763,,,,
1922,61,A,,id.,,64,764,,,,
1922,61,A,,id.,,64,1529,,,,
1922,61,A,,id.,,64,1530,,,,
1922,61,A,,Antonio Rodri - guez,,66,1274,,,,
1922,61,A,,Antonio Tarrago.,,66,1274,,,,
1922,61,A,,Antonius avec dessin,,66,49,,,,
1922,61,A,,Anvers,,49,1826,,,,
1922,61,A,,A. O. F. (Savon-nerie de 1’),,14,378,,,,
1922,61,A,,Aoudja,,58,509,,,,
1922,61,A,,A. P avec dessin.,,75,1656,,,,
1922,61,A,,A. P. avec oiseau (Dessin),,38,602,,,,
1922,61,A,,A. P,,43,1057,,,,
1922,61,A,,Apaludine de St- Jean (Poudre d’) (Véritables cap-sulines d’),,79,137,,,,
1922,61,A,,Apé (L’),,59,1436,,,,
1922,61,A,,A. P - El. avec dessin,,16,1753,,,,
1922,61,A,,Apérient,,68,1646,,,,
1922,61,A,,Apérogaz.,,69,1417,,,,
1922,61,A,,Aphroderme (Crème),,58,1469,,,,
1922,61,A,,Page réelle.,,,1559,,,,
1922,61,A,,Aphrodite,,45,389,,,,
1922,61,A,,Aphrodites,,62,1269,,,,
1922,61,A,,Apioline,,79,539,,,,
1922,61,A,,Apioline de Chapoteaut,,79,539,,,,
1922,61,A,,Apis,,62,762,,,,
1922,61,A,,Aplexil,,79,409,,,,
1922,61,A,,A. P. L. M,,25,1584,,,,
1922,61,A,,Page réelle.,,,1594,,,,
1922,61,A,,Apola,,69,438,,,,
1922,61,A,,Apollinaris,,69,1037,,,,
1922,61,A,,Apollinaris avec triangle (Dessin).,,69,1037,,,,
1922,61,A,,Apollo,,42,1340,,,,
1922,61,A,,Apollo est le roi des rasoirs avec dessin,,42,1340,,,,
1922,61,A,,Apollon,,78,97,,,,
1922,61,A,,Apollon (Disque) avec dessin,,75,630,,,,
1922,61,A,,Apollon,,75,700,,,,
1922,61,A,,Aponine,,79,1326,,,,
1922,61,A,,Apopyral.,,13,642,,,,
1922,61,A,,Apôtre (L’),,68,1475,,,,
1922,61,A,,Page réelle.,,,1565,,,,
1922,61,A,,Apoxérine,,79,847,,,,
1922,61,A,,Appareil (Dessin).,,22,38,,,,
1922,61,A,,Appareil (Dessin).,,78,671,,,,
1922,61,A,,Appareil (Dessin).,,22,751,,,,
